Date,Open,High,Low,Close,Volume,Dividends,Stock_Splits
2025-10-06 00:00:00+05:30,133.8000030517578,134.89999389648438,113.55000305175781,118.01000213623047,236500.0,0.0,0.0
2025-10-07 00:00:00+05:30,117.1500015258789,119.2300033569336,110.95999908447266,114.26000213623047,90944.0,0.0,0.0
2025-10-08 00:00:00+05:30,116.0,119.98999786376953,110.70999908447266,118.37999725341797,42045.0,0.0,0.0
2025-10-09 00:00:00+05:30,121.87999725341797,130.2100067138672,117.2300033569336,121.01000213623047,168441.0,0.0,0.0
2025-10-10 00:00:00+05:30,123.4000015258789,133.11000061035156,119.5,123.7300033569336,130973.0,0.0,0.0
2025-10-13 00:00:00+05:30,122.98999786376953,127.69000244140625,115.0999984741211,116.4000015258789,64813.0,0.0,0.0
2025-10-14 00:00:00+05:30,116.4000015258789,118.80000305175781,115.6500015258789,116.94000244140625,21160.0,0.0,0.0
2025-10-15 00:00:00+05:30,118.91000366210938,124.9000015258789,116.0999984741211,117.83999633789062,27664.0,0.0,0.0
2025-10-16 00:00:00+05:30,121.48999786376953,123.83999633789062,118.0,119.58999633789062,67398.0,0.0,0.0
2025-10-17 00:00:00+05:30,120.4800033569336,123.47000122070312,117.0999984741211,118.95999908447266,53373.0,0.0,0.0
2025-10-20 00:00:00+05:30,121.45999908447266,123.5,117.12999725341797,118.36000061035156,18840.0,0.0,0.0
2025-10-21 00:00:00+05:30,121.0,123.98999786376953,119.19999694824219,121.72000122070312,3676.0,0.0,0.0
2025-10-23 00:00:00+05:30,121.69999694824219,125.0,117.5,117.97000122070312,31031.0,0.0,0.0
2025-10-24 00:00:00+05:30,120.88999938964844,120.88999938964844,114.0999984741211,115.08999633789062,20274.0,0.0,0.0
2025-10-27 00:00:00+05:30,117.6500015258789,118.0,114.4000015258789,116.41000366210938,22038.0,0.0,0.0
2025-10-28 00:00:00+05:30,119.80000305175781,119.80000305175781,114.61000061035156,116.01000213623047,5946.0,0.0,0.0
2025-10-29 00:00:00+05:30,117.9000015258789,117.9000015258789,115.0199966430664,115.30000305175781,7760.0,0.0,0.0
2025-10-30 00:00:00+05:30,117.5,117.5,112.2699966430664,112.94000244140625,14892.0,0.0,0.0
2025-10-31 00:00:00+05:30,115.0,115.4000015258789,112.80999755859375,113.56999969482422,6433.0,0.0,0.0
2025-11-03 00:00:00+05:30,112.9800033569336,114.97000122070312,111.1500015258789,113.66000366210938,2675.0,0.0,0.0
2025-11-04 00:00:00+05:30,115.0,115.94000244140625,111.5,112.3499984741211,13896.0,0.0,0.0
2025-11-06 00:00:00+05:30,114.4000015258789,114.4000015258789,111.91999816894531,112.91999816894531,1568.0,0.0,0.0
2025-11-07 00:00:00+05:30,114.4800033569336,114.4800033569336,106.44999694824219,107.11000061035156,13347.0,0.0,0.0
2025-11-10 00:00:00+05:30,106.19999694824219,107.3499984741211,104.01000213623047,105.7699966430664,13141.0,0.0,0.0
2025-11-11 00:00:00+05:30,107.33000183105469,108.27999877929688,103.62999725341797,106.41000366210938,6073.0,0.0,0.0
2025-11-12 00:00:00+05:30,115.0,116.0,107.0,107.2699966430664,26368.0,0.0,0.0
2025-11-13 00:00:00+05:30,108.4000015258789,117.98999786376953,106.94999694824219,117.93000030517578,52018.0,0.0,0.0
2025-11-14 00:00:00+05:30,119.69999694824219,119.69999694824219,111.0,113.29000091552734,42412.0,0.0,0.0
2025-11-17 00:00:00+05:30,111.0999984741211,114.5,106.5,109.0199966430664,45333.0,0.0,0.0
2025-11-18 00:00:00+05:30,109.0,112.0,104.0,105.55999755859375,28914.0,0.0,0.0
2025-11-19 00:00:00+05:30,110.0,111.98999786376953,104.16000366210938,108.41999816894531,56523.0,0.0,0.0
2025-11-20 00:00:00+05:30,108.0,112.8499984741211,107.0999984741211,108.22000122070312,28397.0,0.0,0.0
2025-11-21 00:00:00+05:30,109.86000061035156,109.86000061035156,104.02999877929688,106.52999877929688,38883.0,0.0,0.0
2025-11-24 00:00:00+05:30,110.75,110.75,105.47000122070312,106.4000015258789,11223.0,0.0,0.0
2025-11-25 00:00:00+05:30,108.80000305175781,108.80000305175781,103.30000305175781,105.22000122070312,21738.0,0.0,0.0
2025-11-26 00:00:00+05:30,105.58999633789062,108.0199966430664,104.01000213623047,105.88999938964844,20812.0,0.0,0.0
2025-11-27 00:00:00+05:30,102.87000274658203,107.94000244140625,102.38999938964844,103.30999755859375,10988.0,0.0,0.0
2025-11-28 00:00:00+05:30,105.4000015258789,107.0,102.0,104.9800033569336,13659.0,0.0,0.0
2025-12-01 00:00:00+05:30,106.0199966430664,107.0,102.9000015258789,105.94999694824219,14173.0,0.0,0.0
2025-12-02 00:00:00+05:30,110.0,110.0,103.80000305175781,105.58999633789062,40026.0,0.0,0.0
2025-12-03 00:00:00+05:30,107.0999984741211,107.5,103.36000061035156,104.77999877929688,18205.0,0.0,0.0
2025-12-04 00:00:00+05:30,103.87999725341797,106.5,102.0999984741211,103.02999877929688,20433.0,0.0,0.0
2025-12-05 00:00:00+05:30,105.4000015258789,107.0,101.01000213623047,104.19999694824219,28155.0,0.0,0.0
2025-12-08 00:00:00+05:30,106.27999877929688,107.05000305175781,101.11000061035156,102.05999755859375,31213.0,0.0,0.0
2025-12-09 00:00:00+05:30,104.33000183105469,105.0,99.0199966430664,104.04000091552734,35104.0,0.0,0.0
2025-12-10 00:00:00+05:30,103.5,106.48999786376953,101.30000305175781,102.41999816894531,20536.0,0.0,0.0
2025-12-11 00:00:00+05:30,102.0,104.37999725341797,100.0999984741211,100.37000274658203,12454.0,0.0,0.0
2025-12-12 00:00:00+05:30,100.04000091552734,102.31999969482422,99.0,99.83000183105469,6870.0,0.0,0.0
2025-12-15 00:00:00+05:30,99.94999694824219,104.75,99.0,103.4800033569336,12013.0,0.0,0.0
2025-12-16 00:00:00+05:30,102.56999969482422,106.52999877929688,102.56999969482422,103.5999984741211,11173.0,0.0,0.0
2025-12-17 00:00:00+05:30,105.44999694824219,109.7699966430664,102.19999694824219,103.01000213623047,21757.0,0.0,0.0
2025-12-18 00:00:00+05:30,103.20999908447266,106.5,103.01000213623047,104.16999816894531,13569.0,0.0,0.0
2025-12-19 00:00:00+05:30,106.30000305175781,107.3499984741211,100.5,102.72000122070312,31132.0,0.0,0.0
2025-12-22 00:00:00+05:30,103.12999725341797,106.62999725341797,102.18000030517578,104.20999908447266,28414.0,0.0,0.0
2025-12-23 00:00:00+05:30,106.29000091552734,108.30000305175781,103.0,105.94999694824219,40094.0,0.0,0.0
2025-12-24 00:00:00+05:30,108.0,108.0,103.19999694824219,103.80999755859375,14568.0,0.0,0.0
2025-12-26 00:00:00+05:30,104.01000213623047,105.77999877929688,102.16999816894531,102.37999725341797,6294.0,0.0,0.0
2025-12-29 00:00:00+05:30,102.37999725341797,104.31999969482422,100.1500015258789,100.94999694824219,29231.0,0.0,0.0
2025-12-30 00:00:00+05:30,101.0,103.45999908447266,100.0,100.7699966430664,14590.0,0.0,0.0
2025-12-31 00:00:00+05:30,102.7699966430664,103.69999694824219,99.0999984741211,99.4000015258789,40376.0,0.0,0.0
2026-01-01 00:00:00+05:30,101.25,102.98999786376953,95.48999786376953,101.13999938964844,46138.0,0.0,0.0
2026-01-02 00:00:00+05:30,102.5,102.5,98.20999908447266,98.58000183105469,12546.0,0.0,0.0
2026-01-05 00:00:00+05:30,101.5999984741211,102.9800033569336,95.5,95.7300033569336,41804.0,0.0,0.0
2026-01-06 00:00:00+05:30,96.0,99.58999633789062,95.29000091552734,96.77999877929688,21907.0,0.0,0.0
2026-01-07 00:00:00+05:30,94.83999633789062,98.63999938964844,94.83999633789062,96.13999938964844,16974.0,0.0,0.0
2026-01-08 00:00:00+05:30,97.01000213623047,98.48999786376953,91.0999984741211,92.75,25246.0,0.0,0.0
2026-01-09 00:00:00+05:30,95.58999633789062,95.98999786376953,91.4000015258789,92.18000030517578,10398.0,0.0,0.0
